ser_no,co_chg,dpt_code,dptname,cou_code,class,year,credit,forh,sel_code,cou_cname,cou_ename,tea_cname,clsrom_1,clsrom_2,daytime,mark,co_tp,co_gmark,clsrom_3,clsrom_4,clsrom_5,clsrom_6,co_select,tlec,tlab
44693,,9010,電機系03。,901 49550,A5,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,盧奕璋cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
28790,,9010,電機系00。,901 49550,A6,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,宋孔彬cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
23014,,9010,電機系04。,901 49550,A7,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,鄭振牟cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
67764,,9010,電機系04。,901 49550,A8,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,于天立cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
56794,,9010,電機系04。,901 49550,A9,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,周俊廷cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
56526,,9010,電機系06。,901 49550,B1,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,楊家驤cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
16354,,9010,電機系04。,901 49550,B2,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,蔡永傑cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
30442,,9010,電機系02。,901 49550,B3,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,郭柏齡cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
51491,,9010,電機系01。,901 49550,B4,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,蘇柏青cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
34651,,9010,電機系01。,901 49550,B5,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,吳肇欣cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
50279,,9010,電機系09。,901 49550,B6,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,陳和麟cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
77866,,9010,電機系06。,901 49550,B7,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,李峻霣cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
49343,,9010,電機系03。,901 49550,B8,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,黃念祖cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
45831,,9010,電機系01。,901 49550,B9,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,王奕翔cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
43456,,9010,電機系06。,901 49550,C1,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,劉宗德cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
49125,,9010,電機系05。,901 49550,C2,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,李宏毅cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
11846,,9010,電機系06。,901 49550,C3,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,陳景然cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
95029,,9010,電機系09。,901 49550,C4,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,魏安祺cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
,,9020,資工系0放。,000 10001,,1 年級10,3,全年年級,必修年級,國文領域上0001最,Chinese (1),,,,一789e,參閱共同必修課程時間表總人數限100人算4科為系訂選修學分，於加退選時,1,,,,,,,3,0
,,9020,資工系0必修,000 20001,,1 年級20,3,全年年級,必修年級,外文領域上0001間,Freshman English / Second Foreign Language (1),,,,,參閱共同必修課程時間表總人數限100人Second Foreign L,1,,,,,,,3,0
,,9020,資工系0必修,002 10030,,1 年級10,1,半年年級,必修年級,健康體適能0030間,Health Related Physical Fitness,,,,,參閱體育課程時間表。總人數限 50人sical Fitnessgn,1,,,,,,,0,2
06210,,9020,資工系00程,201 101A1,03,1 年級10,4,全年年級,必修年級,微積分甲上01A1。,Calculus (general Mathematics) (a)(1),顏文明cul,新303u,,一X三67五67 (g,統一教學.大二以上限20人.一10為實習課.總人數限100人限本系所學生(含輔系、雙修生))總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生),2,,新302.,,新302.,,3,4,0
06211,,9020,資工系01大,201 101A1,04,1 年級10,4,全年年級,必修年級,微積分甲上01A1限,Calculus (general Mathematics) (a)(1),黃項平cul,新302u,,一X三67五67 (g,統一教學.大二以上限20人.一10為實習課.總人數限100人限本系所學生(含輔系、雙修生))總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生),2,,新304.,,新304.,,3,4,0
82555,,9020,資工系05大,202 101A1,15,1 年級10,3,全年年級,選修年級,普通物理學甲上A1限20人.,General Physics (a)(1),林俊達era,,共103r,二34三34l ,資訊系以外學生需經老師同意.兼通識A7*.總人數限 80人限學號單號且限本系所學生(含輔系、雙修生) 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_,2,,普302外,,,,2,4,0
42197,,9020,資工系07學,202 101A1,16,1 年級10,3,全年年級,選修年級,普通物理學甲上A1老師同意.,General Physics (a)(1),高英哲era,,新物833al,二34三34l ,資訊系以外學生需經老師同意.兼通識A7*.總人數限 80人限學號雙號且限本系所學生(含輔系、雙修生) 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_,2,,普401外,,,,2,4,0
64985,,9020,資工系05學,902 00110,01,1 年級00,0,半年年級,必修年級,服務學習一0110老,Student Service Education (Ⅰ)限,施吉昇den,,,,總人數限 35人限學號末二位除５餘１且限學號單號n (Ⅰ)限學號雙號且限本系所學生(含輔系,1,,,,,,1,0,0
10713,,9020,資工系033,902 00110,02,1 年級00,0,半年年級,必修年級,服務學習一0110學,Student Service Education (Ⅰ)限,林  風en,,,,總人數限 35人限學號末二位除５餘２且限學號單號n (Ⅰ)限學號雙號且限本系所學生(含輔系,1,,,,,,1,0,0
36361,,9020,資工系013,902 00110,03,1 年級00,0,半年年級,必修年級,服務學習一0110學,Student Service Education (Ⅰ)限,蕭旭君den,,,,總人數限 35人限學號末二位除５餘３且限學號單號n (Ⅰ)限學號雙號且限本系所學生(含輔系,1,,,,,,1,0,0
88018,,9020,資工系083,902 00110,04,1 年級00,0,半年年級,必修年級,服務學習一0110學,Student Service Education (Ⅰ)限,陳偉鬆den,,,,總人數限 35人限學號末二位除５餘４且限學號單號n (Ⅰ)限學號雙號且限本系所學生(含輔系,1,,,,,,1,0,0
87923,,9020,資工系033,902 00110,05,1 年級00,0,半年年級,必修年級,服務學習一0110學,Student Service Education (Ⅰ)限,陳文進den,,,,總人數限 35人限學號末二位被５整除且限學號單號n (Ⅰ)限學號雙號且限本系所學生(含輔系,1,,,,,,1,0,0
62124,,9020,資工系043,902 10720,01,1 年級10,3,半年年級,選修年級,計算機概論0720學,Introduction to Computer,周承復rod,資102o,,一234o,總人數限 85人限學號單號且限本系所學生(含輔系、雙修生)限學號雙號且限本系所學生(含輔系、雙修生) 80,1,,,,,,2,3,0
86898,,9020,資工系088,902 10720,02,1 年級10,3,半年年級,選修年級,計算機概論0720學,Introduction to Computer,莊永裕rod,,資102o,二789o,總人數限 80人限學號雙號且限本系所學生(含輔系、雙修生)限學號雙號且限本系所學生(含輔系、雙修生) 80,1,,,,,,2,3,0
36416,,9020,資工系068,902 48000,01,1 年級48,3,半年年級,必修年級,計算機程式設計00學號雙號且,Introduction to Computer Programming,劉邦鋒rod,,,二789o,上課教室:資R204(電腦教室)總人數限 80人限學號單號且限本系所學生(含輔系、雙修生)、雙修生) 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生),1,,,,,,2,3,0
73294,,9020,資工系04資,902 48000,02,1 年級48,3,半年年級,必修年級,計算機程式設計004(電腦教,Introduction to Computer Programming,劉邦鋒rod,,,一234o,上課教室:資R204(電腦教室)總人數限 80人限學號雙號且限本系所學生(含輔系、雙修生)、雙修生) 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生),1,,,,,,2,3,0
,,9020,資工系0:資,002 10040,,2 年級10,1,半年年級,必修年級,專項運動學群0404(電,Various  Sport Courses,,,,,參閱體育課程時間表總人數限 60人urses0人限學號雙號且限,1,,,,,,,0,2
66034,,9020,資工系04程,902 00220,01,2 年級00,0,半年年級,選修年級,服務學習二0220總,Student Service Education (Ⅱ)且,林守德den,,,,總人數限 35人限學號末二位除５餘１且限學號單號n (Ⅱ)且限本系所學生(含輔系、雙修生),1,,,,,,1,0,0
64334,,9020,資工系043,902 00220,02,2 年級00,0,半年年級,選修年級,服務學習二0220學,Student Service Education (Ⅱ)且,林軒田den,,,,總人數限 35人限學號末二位除５餘２且限學號單號n (Ⅱ)且限本系所學生(含輔系、雙修生),1,,,,,,1,0,0
78873,,9020,資工系033,902 00220,03,2 年級00,0,半年年級,選修年級,服務學習二0220學,Student Service Education (Ⅱ)且,徐宏民den,,,,總人數限 35人限學號末二位除５餘３且限學號單號n (Ⅱ)且限本系所學生(含輔系、雙修生),1,,,,,,1,0,0
44540,,9020,資工系003,902 00220,04,2 年級00,0,半年年級,選修年級,服務學習二0220學,Student Service Education (Ⅱ)且,趙坤茂den,,,,總人數限 35人限學號末二位除５餘４且限學號單號n (Ⅱ)且限本系所學生(含輔系、雙修生),1,,,,,,1,0,0
54266,,9020,資工系063,902 00220,05,2 年級00,0,半年年級,選修年級,服務學習二0220學,Student Service Education (Ⅱ)且,鄭卜壬den,,,,總人數限 35人限學號末二位被５整除且限學號單號n (Ⅱ)且限本系所學生(含輔系、雙修生),1,,,,,,1,0,0
27494,,9020,資工系043,902 21410,,2 年級21,3,半年年級,選修年級,數位電子與數位電路學號末二位被５整除,Digital Electronics and Circuits,賴飛羆ita,,資111t,二78四6al,總人數限 50人Elect,1,,,資111 ,,,2,3,0
22442,,9020,資工系025,902 25040,01,2 年級25,3,半年年級,必修年級,線性代數2504,Linear Algebra,呂學一ear,,資103a,二789a,總人數限160人限學號單號且限本系所學生(含輔系、雙修生)且限學士班二年級以上系、雙修生)、雙修生) 80人、陳瑞琳、吳育任合開總人數限 75人系,1,,,,,,3,3,0
59077,,9020,資工系076,902 25040,02,2 年級25,3,半年年級,必修年級,線性代數2504,Linear Algebra,李明穗ear,,資104a,二789a,總人數限106人限學號雙號且限本系所學生(含輔系、雙修生)且限學士班二年級以上系、雙修生)、雙修生) 80人、陳瑞琳、吳育任合開總人數限 75人系,1,,,,,,3,3,0
